Densité de Bisounours,Fréquence d'apparition de la couleur jaune,Violence exprimée
54.58,4.6726931352,4.6106836111
54.59,4.6676002801,4.6059049694
54.6,4.6625240412,4.6011413901
54.61,4.6574643283,4.5963927946
54.62,4.652421052,4.5916591047
54.63,4.6473941234,4.5869402427
54.64,4.6423834544,4.5822361317
54.65,4.6373889576,4.5775466953
54.66,4.6324105461,4.5728718575
54.67,4.6274481338,4.5682115429
54.68,4.6225016352,4.5635656769
54.69,4.6175709654,4.558934185
54.7,4.6126560401,4.5543169937
54.71,4.6077567758,4.5497140295
54.72,4.6028730895,4.54512522
54.73,4.5980048987,4.5405504928
54.74,4.5931521217,4.5359897764
54.75,4.5883146774,4.5314429997
54.76,4.5834924851,4.5269100919
54.77,4.578685465,4.5223909829
54.78,4.5738935375,4.5178856031
54.79,4.5691166239,4.5133938833
54.8,4.5643546459,4.5089157549
54.81,4.5596075259,4.5044511497
54.82,4.5548751867,4.5
54.83,4.5501575519,4.4955622385
54.84,4.5454545455,4.4911377985
54.85,4.5407660919,4.4867266137
54.86,4.5360921163,4.4823286182
54.87,4.5314325443,4.4779437466
54.88,4.5267873021,4.4735719341
54.89,4.5221563165,4.4692131162
54.9,4.5175395145,4.4648672287
54.91,4.5129368241,4.4605342082
54.92,4.5083481733,4.4562139914
54.93,4.5037734911,4.4519065157
54.94,4.4992127067,4.4476117187
54.95,4.4946657498,4.4433295385
54.96,4.4901325507,4.4390599138
54.97,4.4856130402,4.4348027835
54.98,4.4811071495,4.4305580869
54.99,4.4766148104,4.4263257639
55,4.472135955,4.4221057546
55.01,4.4676705161,4.4178979997
55.02,4.4632184268,4.4137024402
55.03,4.4587796207,4.4095190175
55.04,4.4543540319,4.4053476733
55.05,4.4499415949,4.4011883499
55.06,4.4455422447,4.3970409898
55.07,4.4411559168,4.3929055359
55.08,4.4367825471,4.3887819317
55.09,4.4324220718,4.3846701208
55.1,4.4280744277,4.3805700473
55.11,4.423739552,4.3764816557
55.12,4.4194173824,4.3724048907
55.13,4.4151078569,4.3683396976
55.14,4.4108109139,4.3642860219
55.15,4.4065264924,4.3602438096
55.16,4.4022545316,4.3562130068
55.17,4.3979949713,4.3521935602
55.18,4.3937477516,4.3481854167
55.19,4.3895128131,4.3441885237
55.2,4.3852900965,4.3402028288
55.21,4.3810795434,4.3362282799
55.22,4.3768810953,4.3322648255
55.23,4.3726946945,4.3283124142
55.24,4.3685202833,4.3243709949
55.25,4.3643578047,4.3204405171
55.26,4.360207202,4.3165209302
55.27,4.3560684187,4.3126121844
55.28,4.3519413989,4.3087142299
55.29,4.347826087,4.3048270173
55.3,4.3437224276,4.3009504976
55.31,4.339630366,4.2970846219
55.32,4.3355498476,4.2932293419
55.33,4.3314808182,4.2893846093
55.34,4.3274232241,4.2855503764
55.35,4.3233770117,4.2817265957
55.36,4.3193421279,4.2779132198
55.37,4.31531852,4.2741102019
55.38,4.3113061356,4.2703174953
55.39,4.3073049225,4.2665350537
55.4,4.3033148291,4.262762831
55.41,4.2993358039,4.2590007815
55.42,4.2953677959,4.2552488596
55.43,4.2914107542,4.2515070202
55.44,4.2874646286,4.2477752184
55.45,4.2835293688,4.2440534095
55.46,4.2796049251,4.2403415492
55.47,4.2756912481,4.2366395934
55.48,4.2717882886,4.2329474983
55.49,4.2678959978,4.2292652203
55.5,4.2640143271,4.2255927162
55.51,4.2601432284,4.2219299429
55.52,4.2562826538,4.2182768578
55.53,4.2524325556,4.2146334184
55.54,4.2485928866,4.2109995823
55.55,4.2447635998,4.2073753078
55.56,4.2409446484,4.2037605531
55.57,4.2371359861,4.2001552766
55.58,4.2333375667,4.1965594373
55.59,4.2295493444,4.1929729942
55.6,4.2257712736,4.1893959066
55.61,4.2220033092,4.185828134
55.62,4.2182454061,4.1822696363
55.63,4.2144975196,4.1787203734
55.64,4.2107596053,4.1751803056
55.65,4.2070316191,4.1716493935
55.66,4.2033135171,4.1681275978
55.67,4.1996052557,4.1646148794
55.68,4.1959067915,4.1611111997
55.69,4.1922180815,4.15761652
55.7,4.1885390829,4.1541308021
55.71,4.1848697532,4.1506540078
55.72,4.18121005,4.1471860993
55.73,4.1775599314,4.1437270389
55.74,4.1739193556,4.1402767893
55.75,4.1702882811,4.1368353131
55.76,4.1666666667,4.1334025735
55.77,4.1630544712,4.1299785337
55.78,4.159451654,4.1265631571
55.79,4.1558581746,4.1231564075
55.8,4.1522739927,4.1197582486
55.81,4.1486990682,4.1163686446
55.82,4.1451333614,4.1129875598
55.83,4.1415768328,4.1096149586
55.84,4.138029443,4.1062508059
55.85,4.134491153,4.1028950665
55.86,4.1309619239,4.0995477056
55.87,4.1274417171,4.0962086885
55.88,4.1239304942,4.0928779807
55.89,4.1204282172,4.089555548
55.9,4.116934848,4.0862413562
55.91,4.1134503489,4.0829353715
55.92,4.1099746826,4.0796375602
55.93,4.1065078118,4.0763478889
55.94,4.1030496993,4.0730663242
55.95,4.0996003085,4.0697928329
55.96,4.0961596026,4.0665273823
55.97,4.0927275454,4.0632699395
55.98,4.0893041005,4.0600204721
55.99,4.0858892322,4.0567789476
56,4.0824829046,4.0535453338
56.01,4.0790850822,4.0503195989
56.02,4.0756957297,4.0471017109
56.03,4.0723148119,4.0438916382
56.04,4.0689422939,4.0406893494
56.05,4.0655781409,4.0374948131
56.06,4.0622223185,4.0343079984
56.07,4.0588747923,4.0311288742
56.08,4.0555355283,4.0279574097
56.09,4.0522044924,4.0247935745
56.1,4.0488816509,4.0216373381
56.11,4.0455669703,4.0184886702
56.12,4.0422604173,4.0153475408
56.13,4.0389619586,4.0122139199
56.14,4.0356715614,4.0090877778
56.15,4.0323891927,4.005969085
56.16,4.0291148201,4.0028578119
56.17,4.0258484111,3.9997539294
56.18,4.0225899335,3.9966574084
56.19,4.0193393553,3.9935682199
56.2,4.0160966445,3.9904863352
56.21,4.0128617695,3.9874117256
56.22,4.0096346988,3.9843443626
56.23,4.0064154011,3.9812842181
56.24,4.0032038451,3.9782312637
56.25,4,3.9751854716
56.26,3.9968038349,3.9721468138
56.27,3.9936153192,3.9691152628
56.28,3.9904344223,3.9660907908
56.29,3.9872611141,3.9630733706
56.3,3.9840953644,3.9600629749
56.31,3.9809371433,3.9570595766
56.32,3.9777864209,3.9540631488
56.33,3.9746431676,3.9510736646
56.34,3.9715073539,3.9480910973
56.35,3.9683789507,3.9451154206
56.36,3.9652579286,3.9421466078
56.37,3.9621442588,3.939184633
56.38,3.9590379123,3.9362294698
56.39,3.9559388606,3.9332810924
56.4,3.9528470752,3.930339475
56.41,3.9497625277,3.9274045919
56.42,3.9466851898,3.9244764175
56.43,3.9436150336,3.9215549264
56.44,3.9405520312,3.9186400934
56.45,3.9374961548,3.9157318932
56.46,3.9344473768,3.9128303009
56.47,3.9314056699,3.9099352917
56.48,3.9283710066,3.9070468406
56.49,3.9253433599,3.9041649233
56.5,3.9223227028,3.9012895151
56.51,3.9193090083,3.8984205916
56.52,3.9163022499,3.8955581287
56.53,3.913302401,3.8927021023
56.54,3.910309435,3.8898524883
56.55,3.9073233258,3.887009263
56.56,3.9043440472,3.8841724025
56.57,3.9013715732,3.8813418833
56.58,3.8984058779,3.8785176818
56.59,3.8954469357,3.8756997748
56.6,3.8924947208,3.872888139
56.61,3.8895492079,3.8700827511
56.62,3.8866103717,3.8672835884
56.63,3.8836781869,3.8644906278
56.64,3.8807526285,3.8617038465
56.65,3.8778336716,3.858923222
56.66,3.8749212915,3.8561487317
56.67,3.8720154633,3.8533803531
56.68,3.8691161627,3.8506180641
56.69,3.8662233651,3.8478618422
56.7,3.8633370464,3.8451116656
56.71,3.8604571824,3.8423675122
56.72,3.8575837491,3.8396293601
56.73,3.8547167225,3.8368971877
56.74,3.8518560789,3.8341709732
56.75,3.8490017946,3.8314506952
56.76,3.8461538462,3.8287363323
56.77,3.8433122101,3.826027863
56.78,3.8404768632,3.8233252663
56.79,3.8376477823,3.820628521
56.8,3.8348249442,3.8179376062
56.81,3.8320083262,3.8152525008
56.82,3.8291979053,3.8125731843
56.83,3.826393659,3.8098996359
56.84,3.8235955645,3.8072318349
56.85,3.8208035995,3.8045697611
56.86,3.8180177416,3.8019133939
56.87,3.8152379686,3.7992627131
56.88,3.8124642583,3.7966176986
56.89,3.8096965888,3.7939783302
56.9,3.8069349381,3.791344588
56.91,3.8041792845,3.7887164522
56.92,3.8014296063,3.786093903
56.93,3.798685882,3.7834769206
56.94,3.79594809,3.7808654856
56.95,3.7932162091,3.7782595784
56.96,3.7904902179,3.7756591797
56.97,3.7877700954,3.7730642701
56.98,3.7850558205,3.7704748304
56.99,3.7823473724,3.7678908417
57,3.7796447301,3.7653122847
57.01,3.776947873,3.7627391408
57.02,3.7742567805,3.7601713909
57.03,3.771571432,3.7576090164
57.04,3.7688918072,3.7550519986
57.05,3.7662178858,3.7525003191
57.06,3.7635496475,3.7499539592
57.07,3.7608870722,3.7474129007
57.08,3.75823014,3.7448771252
57.09,3.7555788309,3.7423466147
57.1,3.7529331252,3.7398213508
57.11,3.7502930031,3.7373013158
57.12,3.747658445,3.7347864915
57.13,3.7450294314,3.7322768602
57.14,3.7424059428,3.729772404
57.15,3.73978796,3.7272731054
57.16,3.7371754638,3.7247789467
57.17,3.7345684349,3.7222899104
57.18,3.7319668543,3.719805979
57.19,3.7293707031,3.7173271354
57.2,3.7267799625,3.714853362
57.21,3.7241946136,3.7123846419
57.22,3.7216146378,3.7099209579
57.23,3.7190400165,3.7074622929
57.24,3.7164707312,3.7050086301
57.25,3.7139067635,3.7025599525
57.26,3.7113480951,3.7001162435
57.27,3.7087947078,3.6976774862
57.28,3.7062465833,3.6952436641
57.29,3.7037037037,3.6928147607
57.3,3.701166051,3.6903907594
57.31,3.6986336073,3.6879716439
57.32,3.6961063548,3.6855573979
57.33,3.6935842758,3.6831480051
57.34,3.6910673526,3.6807434494
57.35,3.6885555678,3.6783437147
57.36,3.6860489039,3.6759487849
57.37,3.6835473434,3.6735586442
57.38,3.6810508692,3.6711732767
57.39,3.6785594639,3.6687926665
57.4,3.6760731105,3.6664167981
57.41,3.6735917919,3.6640456556
57.42,3.6711154911,3.6616792236
57.43,3.6686441912,3.6593174866
57.44,3.6661778755,3.6569604291
57.45,3.6637165272,3.6546080358
57.46,3.6612601297,3.6522602913
57.47,3.6588086663,3.6499171805
57.48,3.6563621206,3.6475786883
57.49,3.6539204762,3.6452447995
57.5,3.6514837167,3.6429154991
57.51,3.6490518258,3.6405907722
57.52,3.6466247874,3.6382706039
57.53,3.6442025854,3.6359549794
57.54,3.6417852036,3.633643884
57.55,3.6393726262,3.631337303
57.56,3.6369648373,3.6290352218
57.57,3.6345618209,3.6267376258
57.58,3.6321635615,3.6244445006
57.59,3.6297700432,3.6221558318
57.6,3.6273812506,3.619871605
57.61,3.624997168,3.617591806
57.62,3.62261778,3.6153164205
57.63,3.6202430713,3.6130454344
57.64,3.6178730265,3.6107788336
57.65,3.6155076303,3.6085166041
57.66,3.6131468677,3.6062587318
57.67,3.6107907234,3.604005203
57.68,3.6084391824,3.6017560037
57.69,3.6060922299,3.5995111203
57.7,3.6037498508,3.5972705389
57.71,3.6014120303,3.5950342459
57.72,3.5990787537,3.5928022278
57.73,3.5967500063,3.590574471
57.74,3.5944257734,3.588350962
57.75,3.5921060405,3.5861316874
57.76,3.5897907931,3.5839166338
57.77,3.5874800167,3.5817057881
57.78,3.5851736969,3.5794991368
57.79,3.5828718195,3.5772966669
57.8,3.5805743702,3.5750983652
57.81,3.5782813348,3.5729042187
57.82,3.5759926993,3.5707142143
57.83,3.5737084495,3.5685283391
57.84,3.5714285714,3.5663465802
57.85,3.5691530512,3.5641689248
57.86,3.566881875,3.5619953601
57.87,3.564615029,3.5598258733
57.88,3.5623524994,3.5576604519
57.89,3.5600942725,3.5554990831
57.9,3.5578403348,3.5533417544
57.91,3.5555906727,3.5511884534
57.92,3.5533452726,3.5490391675
57.93,3.5511041211,3.5468938844
57.94,3.5488672049,3.5447525916
57.95,3.5466345107,3.5426152771
57.96,3.544406025,3.5404819284
57.97,3.5421817349,3.5383525334
57.98,3.539961627,3.5362270799
57.99,3.5377456884,3.534105556
58,3.5355339059,3.5319879495
58.01,3.5333262667,3.5298742485
58.02,3.5311227577,3.527764441
58.03,3.5289233662,3.5256585152
58.04,3.5267280793,3.5235564593
58.05,3.5245368843,3.5214582614
58.06,3.5223497684,3.5193639099
58.07,3.520166719,3.517273393
58.08,3.5179877237,3.5151866992
58.09,3.5158127697,3.5131038169
58.1,3.5136418446,3.5110247345
58.11,3.5114749361,3.5089494405
58.12,3.5093120317,3.5068779236
58.13,3.5071531192,3.5048101723
58.14,3.5049981862,3.5027461754
58.15,3.5028472205,3.5006859215
58.16,3.5007002101,3.4986293993
58.17,3.4985571427,3.4965765978
58.18,3.4964180064,3.4945275057
58.19,3.4942827891,3.4924821119
58.2,3.4921514788,3.4904404055
58.21,3.4900240638,3.4884023753
58.22,3.4879005321,3.4863680105
58.23,3.4857808719,3.4843373001
58.24,3.4836650715,3.4823102332
58.25,3.4815531191,3.4802867991
58.26,3.4794450032,3.4782669869
58.27,3.4773407121,3.4762507859
58.28,3.4752402343,3.4742381855
58.29,3.4731435582,3.4722291749
58.3,3.4710506725,3.4702237435
58.31,3.4689615657,3.4682218809
58.32,3.4668762264,3.4662235765
58.33,3.4647946434,3.4642288198
58.34,3.4627168053,3.4622376004
58.35,3.460642701,3.460249908
58.36,3.4585723193,3.4582657321
58.37,3.4565056491,3.4562850624
58.38,3.4544426793,3.4543078888
58.39,3.4523833988,3.452334201
58.4,3.4503277967,3.4503639888
58.41,3.4482758621,3.4483972421
58.42,3.446227584,3.4464339507
58.43,3.4441829516,3.4444741048
58.44,3.4421419541,3.4425176941
58.45,3.4401045808,3.4405647088
58.46,3.4380708209,3.438615139
58.47,3.4360406637,3.4366689747
58.48,3.4340140987,3.4347262061
58.49,3.4319911153,3.4327868234
58.5,3.4299717029,3.4308508168
58.51,3.427955851,3.4289181766
58.52,3.4259435491,3.4269888931
58.53,3.423934787,3.4250629567
58.54,3.4219295541,3.4231403577
58.55,3.4199278403,3.4212210865
58.56,3.4179296351,3.4193051337
58.57,3.4159349284,3.4173924897
58.58,3.41394371,3.4154831451
58.59,3.4119559697,3.4135770904
58.6,3.4099716974,3.4116743162
58.61,3.407990883,3.4097748133
58.62,3.4060135165,3.4078785723
58.63,3.4040395878,3.4059855839
58.64,3.4020690872,3.4040958389
58.65,3.4001020046,3.4022093282
58.66,3.3981383302,3.4003260424
58.67,3.3961780541,3.3984459725
58.68,3.3942211665,3.3965691095
58.69,3.3922676578,3.3946954442
58.7,3.3903175181,3.3928249677
58.71,3.3883707379,3.3909576709
58.72,3.3864273074,3.3890935449
58.73,3.3844872171,3.3872325808
58.74,3.3825504575,3.3853747698
58.75,3.3806170189,3.3835201029
58.76,3.378686892,3.3816685714
58.77,3.3767600673,3.3798201665
58.78,3.3748365353,3.3779748794
58.79,3.3729162868,3.3761327015
58.8,3.3709993123,3.374293624
58.81,3.3690856026,3.3724576384
58.82,3.3671751485,3.370624736
58.83,3.3652679407,3.3687949083
58.84,3.36336397,3.3669681467
58.85,3.3614632273,3.3651444428
58.86,3.3595657034,3.363323788
58.87,3.3576713894,3.3615061739
58.88,3.3557802761,3.3596915921
58.89,3.3538923545,3.3578800342
58.9,3.3520076158,3.3560714919
58.91,3.3501260509,3.354265957
58.92,3.3482476509,3.352463421
58.93,3.3463724071,3.3506638758
58.94,3.3445003105,3.3488673131
58.95,3.3426313523,3.3470737248
58.96,3.3407655239,3.3452831027
58.97,3.3389028165,3.3434954387
58.98,3.3370432213,3.3417107247
58.99,3.3351867298,3.3399289527
59,3.3333333333,3.3381501146
59.01,3.3314830233,3.3363742024
59.02,3.3296357911,3.3346012082
59.03,3.3277916282,3.3328311239
59.04,3.3259505262,3.3310639419
59.05,3.3241124766,3.329299654
59.06,3.3222774709,3.3275382526
59.07,3.3204455009,3.3257797297
59.08,3.318616558,3.3240240777
59.09,3.316790634,3.3222712887
59.1,3.3149677207,3.320521355
59.11,3.3131478096,3.3187742689
59.12,3.3113308927,3.3170300228
59.13,3.3095169616,3.315288609
59.14,3.3077060083,3.3135500198
59.15,3.3058980245,3.3118142478
59.16,3.3040930023,3.3100812854
59.17,3.3022909334,3.3083511249
59.18,3.3004918099,3.306623759
59.19,3.2986956238,3.3048991802
59.2,3.296902367,3.303177381
59.21,3.2951120316,3.301458354
59.22,3.2933246097,3.2997420918
59.23,3.2915400934,3.2980285871
59.24,3.2897584748,3.2963178325
59.25,3.2879797461,3.2946098207
59.26,3.2862038995,3.2929045445
59.27,3.2844309272,3.2912019965
59.28,3.2826608215,3.2895021697
59.29,3.2808935746,3.2878050567
59.3,3.2791291789,3.2861106504
59.31,3.2773676267,3.2844189437
59.32,3.2756089104,3.2827299294
59.33,3.2738530224,3.2810436005
59.34,3.272099955,3.2793599498
59.35,3.2703497008,3.2776789705
59.36,3.2686022523,3.2760006553
59.37,3.2668576019,3.2743249974
59.38,3.2651157422,3.2726519898
59.39,3.2633766658,3.2709816255
59.4,3.2616403653,3.2693138976
59.41,3.2599068332,3.2676487993
59.42,3.2581760623,3.2659863237
59.43,3.2564480451,3.264326464
59.44,3.2547227745,3.2626692132
59.45,3.2530002432,3.2610145648
59.46,3.2512804438,3.2593625118
59.47,3.2495633693,3.2577130476
59.48,3.2478490123,3.2560661654
59.49,3.2461373658,3.2544218586
59.5,3.2444284226,3.2527801205
59.51,3.2427221756,3.2511409444
59.52,3.2410186178,3.2495043238
59.53,3.239317742,3.247870252
59.54,3.2376195412,3.2462387225
59.55,3.2359240085,3.2446097287
59.56,3.2342311368,3.2429832642
59.57,3.2325409192,3.2413593223
59.58,3.2308533488,3.2397378967
59.59,3.2291684186,3.2381189809
59.6,3.2274861218,3.2365025684
59.61,3.2258064516,3.2348886529
59.62,3.2241294011,3.2332772279
59.63,3.2224549635,3.2316682872
59.64,3.220783132,3.2300618243
59.65,3.2191138999,3.228457833
59.66,3.2174472604,3.226856307
59.67,3.2157832069,3.22525724
59.68,3.2141217327,3.2236606257
59.69,3.212462831,3.2220664579
59.7,3.2108064953,3.2204747305
59.71,3.209152719,3.2188854372
59.72,3.2075014955,3.2172985719
59.73,3.2058528182,3.2157141285
59.74,3.2042066806,3.2141321008
59.75,3.2025630761,3.2125524827
59.76,3.2009219983,3.2109752682
59.77,3.1992834408,3.2094004512
59.78,3.197647397,3.2078280257
59.79,3.1960138605,3.2062579857
59.8,3.194382825,3.2046903252
59.81,3.1927542841,3.2031250381
59.82,3.1911282314,3.2015621187
59.83,3.1895046605,3.2000015609
59.84,3.1878835653,3.1984433589
59.85,3.1862649394,3.1968875067
59.86,3.1846487765,3.1953339986
59.87,3.1830350704,3.1937828286
59.88,3.1814238149,3.1922339909
59.89,3.1798150037,3.1906874798
59.9,3.1782086308,3.1891432894
59.91,3.1766046899,3.1876014141
59.92,3.175003175,3.186061848
59.93,3.1734040799,3.1845245854
59.94,3.1718073985,3.1829896206
59.95,3.1702131247,3.181456948
59.96,3.1686212526,3.1799265619
59.97,3.1670317761,3.1783984566
59.98,3.1654446892,3.1768726265
59.99,3.1638599858,3.175349066
60,3.1622776602,3.1738277696
60.01,3.1606977062,3.1723087317
60.02,3.159120118,3.1707919466
60.03,3.1575448898,3.1692774089
60.04,3.1559720155,3.1677651132
60.05,3.1544014894,3.1662550538
60.06,3.1528333056,3.1647472253
60.07,3.1512674583,3.1632416223
60.08,3.1497039417,3.1617382393
60.09,3.1481427501,3.160237071
60.1,3.1465838776,3.1587381118
60.11,3.1450273186,3.1572413565
60.12,3.1434730673,3.1557467997
60.13,3.141921118,3.1542544361
60.14,3.1403714651,3.1527642602
60.15,3.1388241029,3.1512762669
60.16,3.1372790257,3.1497904508
60.17,3.1357362279,3.1483068066
60.18,3.134195704,3.1468253292
60.19,3.1326574484,3.1453460132
60.2,3.1311214554,3.1438688535
60.21,3.1295877196,3.1423938448
60.22,3.1280562354,3.140920982
60.23,3.1265269974,3.1394502599
60.24,3.125,3.1379816734
60.25,3.1234752378,3.1365152173
60.26,3.1219527053,3.1350508866
60.27,3.1204323971,3.133588676
60.28,3.1189143078,3.1321285806
60.29,3.1173984319,3.1306705953
60.3,3.1158847642,3.129214715
60.31,3.1143732993,3.1277609348
60.32,3.1128640318,3.1263092495
60.33,3.1113569564,3.1248596543
60.34,3.1098520679,3.1234121441
60.35,3.1083493608,3.121966714
60.36,3.10684883,3.120523359
60.37,3.1053504702,3.1190820742
60.38,3.1038542762,3.1176428547
60.39,3.1023602428,3.1162056956
60.4,3.1008683647,3.1147705921
60.41,3.0993786369,3.1133375391
60.42,3.097891054,3.111906532
60.43,3.0964056111,3.1104775659
60.44,3.094922303,3.1090506359
60.45,3.0934411244,3.1076257373
60.46,3.0919620705,3.1062028653
60.47,3.0904851361,3.1047820151
60.48,3.0890103161,3.103363182
60.49,3.0875376055,3.1019463612
60.5,3.0860669992,3.100531548
60.51,3.0845984924,3.0991187377
60.52,3.0831320799,3.0977079256
60.53,3.0816677568,3.0962991071
60.54,3.0802055182,3.0948922774
60.55,3.078745359,3.093487432
60.56,3.0772872745,3.0920845662
60.57,3.0758312596,3.0906836754
60.58,3.0743773095,3.089284755
60.59,3.0729254193,3.0878878004
60.6,3.0714755842,3.086492807
60.61,3.0700277992,3.0850997704
60.62,3.0685820597,3.0837086859
60.63,3.0671383607,3.082319549
60.64,3.0656966974,3.0809323552
60.65,3.0642570652,3.0795471001
60.66,3.0628194592,3.0781637791
60.67,3.0613838746,3.0767823878
60.68,3.0599503068,3.0754029217
60.69,3.058518751,3.0740253764
60.7,3.0570892026,3.0726497475
60.71,3.0556616568,3.0712760305
60.72,3.0542361089,3.0699042211
60.73,3.0528125544,3.0685343149
60.74,3.0513909885,3.0671663074
60.75,3.0499714067,3.0658001945
60.76,3.0485538042,3.0644359717
60.77,3.0471381767,3.0630736347
60.78,3.0457245194,3.0617131791
60.79,3.0443128277,3.0603546008
60.8,3.0429030973,3.0589978954
60.81,3.0414953234,3.0576430586
60.82,3.0400895016,3.0562900862
60.83,3.0386856273,3.0549389739
60.84,3.0372836962,3.0535897176
60.85,3.0358837036,3.0522423129
60.86,3.0344856452,3.0508967558
60.87,3.0330895164,3.0495530419
60.88,3.031695313,3.0482111672
60.89,3.0303030303,3.0468711275
60.9,3.0289126641,3.0455329186
60.91,3.0275242099,3.0441965363
60.92,3.0261376633,3.0428619767
60.93,3.0247530201,3.0415292354
60.94,3.0233702758,3.0401983086
60.95,3.0219894261,3.038869192
60.96,3.0206104667,3.0375418816
60.97,3.0192333932,3.0362163733
60.98,3.0178582014,3.0348926631
60.99,3.016484887,3.033570747
61,3.0151134458,3.032250621
61.01,3.0137438734,3.0309322809
61.02,3.0123761656,3.0296157229
61.03,3.0110103183,3.028300943
61.04,3.0096463271,3.0269879371
61.05,3.008284188,3.0256767014
61.06,3.0069238966,3.0243672318
61.07,3.0055654489,3.0230595245
61.08,3.0042088406,3.0217535756
61.09,3.0028540677,3.020449381
61.1,3.0015011259,3.019146937
61.11,3.0001500113,3.0178462396
61.12,2.9988007195,3.0165472849
61.13,2.9974532467,3.0152500692
61.14,2.9961075886,3.0139545885
61.15,2.9947637412,3.012660839
61.16,2.9934217004,3.0113688169
61.17,2.9920814623,3.0100785184
61.18,2.9907430228,3.0087899397
61.19,2.9894063778,3.007503077
61.2,2.9880715233,3.0062179265
61.21,2.9867384554,3.0049344844
61.22,2.9854071701,3.003652747
61.23,2.9840776634,3.0023727106
61.24,2.9827499314,3.0010943713
61.25,2.98142397,2.9998177256
61.26,2.9800997754,2.9985427696
61.27,2.9787773437,2.9972694998
61.28,2.9774566709,2.9959979123
61.29,2.9761377531,2.9947280035
61.3,2.9748205865,2.9934597699
61.31,2.9735051673,2.9921932076
61.32,2.9721914914,2.9909283131
61.33,2.9708795551,2.9896650827
61.34,2.9695693546,2.9884035128
61.35,2.968260886,2.9871435999
61.36,2.9669541455,2.9858853403
61.37,2.9656491293,2.9846287303
61.38,2.9643458336,2.9833737666
61.39,2.9630442547,2.9821204454
61.4,2.9617443888,2.9808687633
61.41,2.9604462321,2.9796187166
61.42,2.9591497809,2.9783703019
61.43,2.9578550314,2.9771235156
61.44,2.9565619799,2.9758783543
61.45,2.9552706228,2.9746348143
61.46,2.9539809563,2.9733928923
61.47,2.9526929768,2.9721525848
61.48,2.9514066805,2.9709138882
61.49,2.9501220638,2.9696767991
61.5,2.9488391231,2.9684413142
61.51,2.9475578547,2.9672074298
61.52,2.9462782549,2.9659751427
61.53,2.9450003203,2.9647444493
61.54,2.943724047,2.9635153464
61.55,2.9424494317,2.9622878304
61.56,2.9411764706,2.961061898
61.57,2.9399051602,2.9598375459
61.58,2.9386354969,2.9586147706
61.59,2.9373674772,2.9573935687
61.6,2.9361010976,2.9561739371
61.61,2.9348363544,2.9549558723
61.62,2.9335732442,2.9537393709
61.63,2.9323117635,2.9525244297
61.64,2.9310519088,2.9513110454
61.65,2.9297936765,2.9500992146
61.66,2.9285370633,2.9488889341
61.67,2.9272820656,2.9476802007
61.68,2.9260286799,2.9464730109
61.69,2.9247769029,2.9452673616
61.7,2.923526731,2.9440632496
61.71,2.9222781609,2.9428606715
61.72,2.9210311892,2.9416596242
61.73,2.9197858124,2.9404601044
61.74,2.9185420271,2.9392621089
61.75,2.91729983,2.9380656346
61.76,2.9160592176,2.9368706782
61.77,2.9148201866,2.9356772365
61.78,2.9135827337,2.9344853064
61.79,2.9123468555,2.9332948847
61.8,2.9111125487,2.9321059682
61.81,2.9098798099,2.9309185539
61.82,2.9086486358,2.9297326385
61.83,2.9074190231,2.928548219
61.84,2.9061909686,2.9273652922
61.85,2.9049644689,2.926183855
61.86,2.9037395207,2.9250039044
61.87,2.9025161208,2.9238254371
61.88,2.9012942659,2.9226484502
61.89,2.9000739528,2.9214729406
61.9,2.8988551783,2.9202989051
61.91,2.897637939,2.9191263409
61.92,2.8964222318,2.9179552447
61.93,2.8952080535,2.9167856136
61.94,2.8939954009,2.9156174445
61.95,2.8927842707,2.9144507344
61.96,2.8915746598,2.9132854803
61.97,2.8903665651,2.9121216793
61.98,2.8891599833,2.9109593282
61.99,2.8879549113,2.9097984242
62,2.8867513459,2.9086389642
62.01,2.8855492841,2.9074809453
62.02,2.8843487227,2.9063243645
62.03,2.8831496585,2.9051692188
62.04,2.8819520885,2.9040155054
62.05,2.8807560096,2.9028632213
62.06,2.8795614186,2.9017123635
62.07,2.8783683125,2.9005629292
62.08,2.8771766882,2.8994149154
62.09,2.8759865427,2.8982683192
62.1,2.8747978729,2.8971231378
62.11,2.8736106757,2.8959793682
62.12,2.8724249481,2.8948370076
62.13,2.8712406871,2.8936960532
62.14,2.8700578897,2.8925565019
62.15,2.8688765527,2.8914183511
62.16,2.8676966734,2.8902815978
62.17,2.8665182486,2.8891462393
62.18,2.8653412753,2.8880122726
62.19,2.8641657506,2.886879695
62.2,2.8629916716,2.8857485037
62.21,2.8618190352,2.8846186958
62.22,2.8606478385,2.8834902686
62.23,2.8594780785,2.8823632192
62.24,2.8583097524,2.881237545
62.25,2.8571428571,2.8801132431
62.26,2.8559773899,2.8789903107
62.27,2.8548133477,2.8778687451
62.28,2.8536507277,2.8767485436
62.29,2.8524895269,2.8756297034
62.3,2.8513297426,2.8745122217
62.31,2.8501713717,2.8733960959
62.32,2.8490144115,2.8722813233
62.33,2.8478588591,2.871167901
62.34,2.8467047115,2.8700558265
62.35,2.8455519661,2.868945097
62.36,2.8444006199,2.8678357099
62.37,2.8432506702,2.8667276623
62.38,2.842102114,2.8656209518
62.39,2.8409549486,2.8645155756
62.4,2.8398091712,2.8634115311
62.41,2.838664779,2.8623088155
62.42,2.8375217692,2.8612074263
